card_number,tier,rank,name,alignment,element,faction,hp,atk,rapid,charge,defense,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,move_9,flavor_text,construct_sprite,source_identities,color_pal
XI-000243,XI,244,LumenMechanical XIX,Angelic,Holy,VOID CULT,160,9,5,5,18,DIVINE.SERA.SHIELD,DIVINE.RADIANCE.DRAIN,DIVINE.RADIANCE.CATALYST,DIVINE.LUMEN.WARD,DIVINE.HALO.STRIKE,DIVINE.SERA.STRIKE,DIVINE.LUMEN.SHIELD,DIVINE.SANCT.SHIELD,DIVINE.SERA.RUSH,[XI] CSI=14,,NyxGen,holy
KAP-000244,KAPPA,245,ArcMechanical KAPX,Angelic,Elec,INFECTION VECTOR,689,38,11,10,47,DIVINE.SURGE.RUSH,DIVINE.ARC.CATALYST,DIVINE.SURGE.RUSH,DIVINE.SPARK.BOOST,DIVINE.BOLT.CATALYST,DIVINE.SPARK.CHARGE,DIVINE.SPARK.BIND,DIVINE.VOLT.BIND,DIVINE.VOLT.CATALYST,[KAPPA] CSI=30,,NyxGen,elec
NU-000245,NU,246,BlazeMechanical NUX,Mechanical,Fire,HALO CORE,128,14,5,5,9,DIVINE.FLARE.STRIKE,DIVINE.FLARE.CHARGE,DIVINE.PYRE.CATALYST,DIVINE.PYRE.WARD,DIVINE.CINDER.WARD,DIVINE.BLAZE.RUSH,DIVINE.BLAZE.RUSH,DIVINE.FLARE.RUSH,DIVINE.EMBER.SHIELD,[NU] CSI=16,,NyxGen,fire
ZET-000246,ZETA,247,RiftMechanical ZETX,Mechanical,Void,VOID CULT,2375,132,28,37,102,DIVINE.ECLIPSE.WARD,DIVINE.RIFT.CATALYST,DIVINE.ABYSS.SHIELD,DIVINE.UMBRAL.BOOST,DIVINE.ABYSS.WARD,DIVINE.UMBRAL.STRIKE,DIVINE.ECLIPSE.CHARGE,DIVINE.ECLIPSE.CHARGE,DIVINE.ECLIPSE.DRAIN,[ZETA] CSI=52,,NyxGen,void
XI-000247,XI,248,CinderMechanical XIX,Demonic,Fire,IRON CORTEX,121,10,5,4,11,DIVINE.CINDER.CATALYST,DIVINE.CINDER.BIND,DIVINE.EMBER.RUSH,DIVINE.CINDER.SHIELD,DIVINE.BLAZE.BIND,DIVINE.EMBER.STRIKE,DIVINE.CINDER.DRAIN,DIVINE.CINDER.WARD,DIVINE.CINDER.BOOST,[XI] CSI=9,,NyxGen,fire
KAP-000248,KAPPA,249,TorrentMechanical KAPX,Angelic,Aqua,GEAR SECT,352,39,13,12,31,DIVINE.SURGE.BIND,DIVINE.TIDE.CHARGE,DIVINE.RIPPLE.STRIKE,DIVINE.SURGE.CATALYST,DIVINE.TORRENT.CATALYST,DIVINE.SURGE.BOOST,DIVINE.SURGE.BOOST,DIVINE.TORRENT.SHIELD,DIVINE.TORRENT.CATALYST,[KAPPA] CSI=30,,NyxGen,aqua
BET-000249,BETA,250,GaleMechanical BETX,Mechanical,Wind,ROT CLUSTER,5429,494,60,85,379,DIVINE.SQUALL.BIND,DIVINE.ZEPHYR.CHARGE,DIVINE.DRAFT.SHIELD,DIVINE.BREEZE.CHARGE,DIVINE.ZEPHYR.RUSH,DIVINE.SQUALL.BIND,DIVINE.SQUALL.SHIELD,DIVINE.ZEPHYR.SHIELD,DIVINE.DRAFT.CHARGE,[BETA] CSI=79,,NyxGen,wind
ETA-000250,ETA,251,ThornMechanical ETAX,Viral,Wood,INFECTION VECTOR,1209,121,21,21,71,DIVINE.BLOOM.WARD,DIVINE.THORN.BIND,DIVINE.VINE.CHARGE,DIVINE.BLOOM.CATALYST,DIVINE.THORN.DRAIN,DIVINE.BARK.CATALYST,DIVINE.BARK.STRIKE,DIVINE.VINE.WARD,DIVINE.THORN.WARD,[ETA] CSI=47,,NyxGen,wood
BET-000251,BETA,252,PyreMechanical BETX,Mechanical,Fire,SYNTHETIC NETWORK,6053,435,66,64,395,DIVINE.PYRE.BOOST,DIVINE.EMBER.SHIELD,DIVINE.PYRE.BOOST,DIVINE.BLAZE.SHIELD,DIVINE.PYRE.CHARGE,DIVINE.CINDER.SHIELD,DIVINE.CINDER.CATALYST,DIVINE.BLAZE.WARD,DIVINE.CINDER.CATALYST,[BETA] CSI=76,,NyxGen,fire
LAM-000252,LAMBDA,253,SurgeMechanical LAMX,Viral,Aqua,ROT CLUSTER,303,22,11,9,21,DIVINE.SURGE.SHIELD,DIVINE.MIST.RUSH,DIVINE.TORRENT.RUSH,DIVINE.MIST.CATALYST,DIVINE.TORRENT.DRAIN,DIVINE.TORRENT.CATALYST,DIVINE.RIPPLE.BOOST,DIVINE.TORRENT.WARD,DIVINE.RIPPLE.DRAIN,[LAMBDA] CSI=19,,NyxGen,aqua
GAM-000253,GAMMA,254,LumenMechanical GAMX,Mechanical,Holy,ASTRUM DIVISION,4357,389,61,70,259,DIVINE.SERA.WARD,DIVINE.RADIANCE.STRIKE,DIVINE.LUMEN.CHARGE,DIVINE.LUMEN.SHIELD,DIVINE.SANCT.BOOST,DIVINE.HALO.BOOST,DIVINE.SERA.DRAIN,DIVINE.SANCT.SHIELD,DIVINE.LUMEN.RUSH,[GAMMA] CSI=70,,NyxGen,holy
OME-000254,OMEGA,255,RadianceMechanical OMEX,Viral,Holy,ROT CLUSTER,8911,815,115,114,869,DIVINE.RADIANCE.CHARGE,DIVINE.HALO.CHARGE,DIVINE.RADIANCE.BIND,DIVINE.RADIANCE.BOOST,DIVINE.HALO.DRAIN,DIVINE.SERA.BOOST,DIVINE.HALO.RUSH,DIVINE.LUMEN.STRIKE,DIVINE.LUMEN.BOOST,[OMEGA] CSI=90,,NyxGen,holy
BET-000255,BETA,256,ThornMechanical BETX,Mechanical,Wood,PHAGE CELL,5594,459,79,64,503,DIVINE.BLOOM.STRIKE,DIVINE.BARK.SHIELD,DIVINE.BLOOM.STRIKE,DIVINE.ROOT.WARD,DIVINE.BLOOM.SHIELD,DIVINE.VINE.RUSH,DIVINE.BLOOM.BIND,DIVINE.THORN.BIND,DIVINE.BLOOM.CHARGE,[BETA] CSI=78,,NyxGen,wood
KAP-000256,KAPPA,257,TideMechanical KAPX,Viral,Aqua,SYNTHETIC NETWORK,561,53,9,11,44,DIVINE.RIPPLE.DRAIN,DIVINE.TIDE.CATALYST,DIVINE.TORRENT.SHIELD,DIVINE.RIPPLE.CATALYST,DIVINE.TIDE.RUSH,DIVINE.MIST.BIND,DIVINE.RIPPLE.RUSH,DIVINE.RIPPLE.STRIKE,DIVINE.TORRENT.STRIKE,[KAPPA] CSI=22,,NyxGen,aqua
GAM-000257,GAMMA,258,RootMechanical GAMX,Mechanical,Wood,IRON CORTEX,5205,358,45,60,358,DIVINE.BLOOM.RUSH,DIVINE.ROOT.SHIELD,DIVINE.THORN.DRAIN,DIVINE.THORN.SHIELD,DIVINE.ROOT.DRAIN,DIVINE.THORN.STRIKE,DIVINE.BLOOM.DRAIN,DIVINE.THORN.WARD,DIVINE.BARK.WARD,[GAMMA] CSI=75,,NyxGen,wood
ZET-000258,ZETA,259,NullMechanical ZETX,Viral,Void,VOID CULT,2224,130,36,39,177,DIVINE.RIFT.CATALYST,DIVINE.ABYSS.RUSH,DIVINE.ABYSS.DRAIN,DIVINE.RIFT.SHIELD,DIVINE.ABYSS.BOOST,DIVINE.ECLIPSE.CATALYST,DIVINE.UMBRAL.WARD,DIVINE.RIFT.SHIELD,DIVINE.ECLIPSE.STRIKE,[ZETA] CSI=44,,NyxGen,void
MU-000259,MU,260,SquallMechanical MUX,Demonic,Wind,LUMINA SECT,339,16,6,7,11,DIVINE.SQUALL.RUSH,DIVINE.DRAFT.DRAIN,DIVINE.GALE.SHIELD,DIVINE.GALE.CHARGE,DIVINE.DRAFT.RUSH,DIVINE.SQUALL.RUSH,DIVINE.ZEPHYR.WARD,DIVINE.BREEZE.STRIKE,DIVINE.SQUALL.RUSH,[MU] CSI=12,,NyxGen,wind
THE-000260,THETA,261,AbyssMechanical THEX,Viral,Void,LUMINA SECT,718,55,18,15,52,DIVINE.NULL.CHARGE,DIVINE.ECLIPSE.STRIKE,DIVINE.NULL.STRIKE,DIVINE.UMBRAL.BOOST,DIVINE.ECLIPSE.SHIELD,DIVINE.RIFT.DRAIN,DIVINE.RIFT.SHIELD,DIVINE.ECLIPSE.WARD,DIVINE.ABYSS.DRAIN,[THETA] CSI=32,,NyxGen,void
MU-000261,MU,262,GaleMechanical MUX,Mechanical,Wind,IRON CORTEX,207,26,9,9,21,DIVINE.BREEZE.RUSH,DIVINE.ZEPHYR.BOOST,DIVINE.GALE.STRIKE,DIVINE.BREEZE.BIND,DIVINE.DRAFT.CHARGE,DIVINE.GALE.SHIELD,DIVINE.ZEPHYR.DRAIN,DIVINE.GALE.SHIELD,DIVINE.BREEZE.BOOST,[MU] CSI=21,,NyxGen,wind
ALP-000262,ALPHA,263,PyreMechanical ALPX,Angelic,Fire,SYNTHETIC NETWORK,7764,633,98,98,533,DIVINE.FLARE.CATALYST,DIVINE.EMBER.STRIKE,DIVINE.BLAZE.WARD,DIVINE.EMBER.STRIKE,DIVINE.EMBER.WARD,DIVINE.EMBER.RUSH,DIVINE.PYRE.WARD,DIVINE.CINDER.WARD,DIVINE.PYRE.CHARGE,[ALPHA] CSI=90,,NyxGen,fire
KAP-000263,KAPPA,264,ArcMechanical KAPX,Viral,Elec,ROT CLUSTER,599,30,8,14,54,DIVINE.VOLT.STRIKE,DIVINE.SPARK.CATALYST,DIVINE.ARC.CATALYST,DIVINE.VOLT.DRAIN,DIVINE.BOLT.SHIELD,DIVINE.ARC.DRAIN,DIVINE.BOLT.SHIELD,DIVINE.VOLT.BIND,DIVINE.BOLT.RUSH,[KAPPA] CSI=29,,NyxGen,elec
THE-000264,THETA,265,PyreMechanical THEX,Demonic,Fire,INFECTION VECTOR,836,65,17,20,97,DIVINE.CINDER.CHARGE,DIVINE.BLAZE.CATALYST,DIVINE.PYRE.CATALYST,DIVINE.PYRE.CATALYST,DIVINE.FLARE.RUSH,DIVINE.PYRE.DRAIN,DIVINE.FLARE.STRIKE,DIVINE.CINDER.WARD,DIVINE.CINDER.CATALYST,[THETA] CSI=36,,NyxGen,fire
OME-000265,OMEGA,266,RiftMechanical OMEX,Demonic,Void,LUMINA SECT,8498,1032,94,90,689,DIVINE.NULL.STRIKE,DIVINE.ECLIPSE.CHARGE,DIVINE.ECLIPSE.STRIKE,DIVINE.ABYSS.BOOST,DIVINE.RIFT.CATALYST,DIVINE.NULL.BIND,DIVINE.ECLIPSE.WARD,DIVINE.RIFT.BOOST,DIVINE.ABYSS.BOOST,[OMEGA] CSI=88,,NyxGen,void
OME-000266,OMEGA,267,FlareMechanical OMEX,Mechanical,Fire,ASTRUM DIVISION,8712,871,89,114,667,DIVINE.CINDER.WARD,DIVINE.PYRE.CATALYST,DIVINE.PYRE.SHIELD,DIVINE.EMBER.BOOST,DIVINE.PYRE.SHIELD,DIVINE.FLARE.RUSH,DIVINE.PYRE.WARD,DIVINE.PYRE.WARD,DIVINE.PYRE.DRAIN,[OMEGA] CSI=90,,NyxGen,fire
GAM-000267,GAMMA,268,GaleMechanical GAMX,Viral,Wind,PHAGE CELL,4002,417,55,75,447,DIVINE.GALE.RUSH,DIVINE.DRAFT.STRIKE,DIVINE.SQUALL.BOOST,DIVINE.BREEZE.SHIELD,DIVINE.GALE.CHARGE,DIVINE.ZEPHYR.STRIKE,DIVINE.SQUALL.BOOST,DIVINE.DRAFT.RUSH,DIVINE.GALE.BOOST,[GAMMA] CSI=77,,NyxGen,wind
KAP-000268,KAPPA,269,TideMechanical KAPX,Demonic,Aqua,VOID CULT,407,47,11,15,44,DIVINE.TORRENT.RUSH,DIVINE.TIDE.BOOST,DIVINE.RIPPLE.BIND,DIVINE.TORRENT.STRIKE,DIVINE.TIDE.WARD,DIVINE.SURGE.BOOST,DIVINE.TORRENT.DRAIN,DIVINE.MIST.CHARGE,DIVINE.RIPPLE.WARD,[KAPPA] CSI=24,,NyxGen,aqua
BET-000269,BETA,270,PyreMechanical BETX,Mechanical,Fire,CORRUPTED SECTOR,5160,536,79,62,436,DIVINE.EMBER.DRAIN,DIVINE.BLAZE.RUSH,DIVINE.PYRE.CHARGE,DIVINE.CINDER.WARD,DIVINE.PYRE.CHARGE,DIVINE.FLARE.CATALYST,DIVINE.BLAZE.STRIKE,DIVINE.BLAZE.WARD,DIVINE.BLAZE.DRAIN,[BETA] CSI=84,,NyxGen,fire
LAM-000270,LAMBDA,271,RippleMechanical LAMX,Demonic,Aqua,ROT CLUSTER,256,33,8,10,16,DIVINE.RIPPLE.SHIELD,DIVINE.SURGE.WARD,DIVINE.MIST.BOOST,DIVINE.SURGE.STRIKE,DIVINE.TIDE.BOOST,DIVINE.TORRENT.WARD,DIVINE.TORRENT.BOOST,DIVINE.TORRENT.BIND,DIVINE.RIPPLE.STRIKE,[LAMBDA] CSI=16,,NyxGen,aqua
ALP-000271,ALPHA,272,BarkMechanical ALPX,Angelic,Wood,PHAGE CELL,7743,824,74,100,455,DIVINE.VINE.CHARGE,DIVINE.THORN.WARD,DIVINE.BARK.RUSH,DIVINE.ROOT.WARD,DIVINE.THORN.RUSH,DIVINE.BARK.WARD,DIVINE.ROOT.DRAIN,DIVINE.VINE.CATALYST,DIVINE.VINE.CHARGE,[ALPHA] CSI=89,,NyxGen,wood
ETA-000272,ETA,273,VoltMechanical ETAX,Demonic,Elec,INFECTION VECTOR,1351,120,23,28,107,DIVINE.SPARK.WARD,DIVINE.BOLT.RUSH,DIVINE.SPARK.RUSH,DIVINE.VOLT.SHIELD,DIVINE.SPARK.DRAIN,DIVINE.ARC.SHIELD,DIVINE.ARC.SHIELD,DIVINE.ARC.CHARGE,DIVINE.SURGE.DRAIN,[ETA] CSI=36,,NyxGen,elec
MU-000273,MU,274,FlareMechanical MUX,Viral,Fire,ASTRUM DIVISION,217,19,9,6,11,DIVINE.BLAZE.STRIKE,DIVINE.PYRE.WARD,DIVINE.BLAZE.CATALYST,DIVINE.BLAZE.SHIELD,DIVINE.PYRE.DRAIN,DIVINE.EMBER.SHIELD,DIVINE.FLARE.DRAIN,DIVINE.CINDER.WARD,DIVINE.PYRE.RUSH,[MU] CSI=21,,NyxGen,fire
DEL-000274,DELTA,275,FlareMechanical DELX,Viral,Fire,ROT CLUSTER,3174,266,42,48,324,DIVINE.BLAZE.WARD,DIVINE.FLARE.WARD,DIVINE.PYRE.DRAIN,DIVINE.PYRE.CHARGE,DIVINE.CINDER.CATALYST,DIVINE.EMBER.RUSH,DIVINE.PYRE.DRAIN,DIVINE.CINDER.CATALYST,DIVINE.FLARE.DRAIN,[DELTA] CSI=67,,NyxGen,fire
GAM-000275,GAMMA,276,AbyssMechanical GAMX,Angelic,Void,IRON CORTEX,4826,420,48,50,279,DIVINE.NULL.RUSH,DIVINE.RIFT.RUSH,DIVINE.UMBRAL.WARD,DIVINE.ECLIPSE.SHIELD,DIVINE.NULL.CHARGE,DIVINE.NULL.SHIELD,DIVINE.UMBRAL.CHARGE,DIVINE.UMBRAL.BOOST,DIVINE.RIFT.CHARGE,[GAMMA] CSI=78,,NyxGen,void
DEL-000276,DELTA,277,DraftMechanical DELX,Demonic,Wind,ASTRUM DIVISION,3990,349,41,59,234,DIVINE.BREEZE.WARD,DIVINE.SQUALL.SHIELD,DIVINE.BREEZE.RUSH,DIVINE.GALE.CATALYST,DIVINE.DRAFT.CHARGE,DIVINE.GALE.DRAIN,DIVINE.GALE.STRIKE,DIVINE.ZEPHYR.CHARGE,DIVINE.BREEZE.DRAIN,[DELTA] CSI=62,,NyxGen,wind
OME-000277,OMEGA,278,BarkMechanical OMEX,Angelic,Wood,ABYSSAL CABAL,9973,794,96,103,671,DIVINE.THORN.CHARGE,DIVINE.VINE.BOOST,DIVINE.THORN.SHIELD,DIVINE.BARK.CHARGE,DIVINE.BARK.STRIKE,DIVINE.THORN.CHARGE,DIVINE.VINE.SHIELD,DIVINE.VINE.RUSH,DIVINE.BLOOM.BOOST,[OMEGA] CSI=87,,NyxGen,wood
DEL-000278,DELTA,279,SurgeMechanical DELX,Viral,Elec,SYNTHETIC NETWORK,3895,231,43,48,241,DIVINE.VOLT.DRAIN,DIVINE.BOLT.BOOST,DIVINE.SPARK.DRAIN,DIVINE.VOLT.CHARGE,DIVINE.BOLT.BOOST,DIVINE.ARC.DRAIN,DIVINE.SURGE.STRIKE,DIVINE.VOLT.CATALYST,DIVINE.VOLT.BIND,[DELTA] CSI=66,,NyxGen,elec
XI-000279,XI,280,PyreMechanical XIX,Viral,Fire,CORRUPTED SECTOR,108,10,5,4,16,DIVINE.FLARE.BOOST,DIVINE.PYRE.CATALYST,DIVINE.PYRE.CHARGE,DIVINE.EMBER.BOOST,DIVINE.EMBER.SHIELD,DIVINE.BLAZE.CHARGE,DIVINE.FLARE.CATALYST,DIVINE.CINDER.CHARGE,DIVINE.PYRE.CATALYST,[XI] CSI=8,,NyxGen,fire
GAM-000280,GAMMA,281,RiftMechanical GAMX,Angelic,Void,ROT CLUSTER,5617,302,46,64,389,DIVINE.NULL.STRIKE,DIVINE.NULL.CATALYST,DIVINE.UMBRAL.SHIELD,DIVINE.ABYSS.SHIELD,DIVINE.ECLIPSE.BIND,DIVINE.NULL.CHARGE,DIVINE.RIFT.STRIKE,DIVINE.NULL.WARD,DIVINE.NULL.DRAIN,[GAMMA] CSI=78,,NyxGen,void
KAP-000281,KAPPA,282,CinderMechanical KAPX,Viral,Fire,ABYSSAL CABAL,502,55,14,14,27,DIVINE.PYRE.STRIKE,DIVINE.FLARE.WARD,DIVINE.CINDER.CATALYST,DIVINE.EMBER.CATALYST,DIVINE.FLARE.DRAIN,DIVINE.FLARE.STRIKE,DIVINE.BLAZE.STRIKE,DIVINE.PYRE.CHARGE,DIVINE.BLAZE.CATALYST,[KAPPA] CSI=24,,NyxGen,fire
LAM-000282,LAMBDA,283,NullMechanical LAMX,Angelic,Void,PROTOCOL DIVISION,265,24,10,10,45,DIVINE.UMBRAL.BIND,DIVINE.UMBRAL.WARD,DIVINE.ABYSS.BIND,DIVINE.RIFT.DRAIN,DIVINE.ABYSS.BIND,DIVINE.ABYSS.WARD,DIVINE.UMBRAL.RUSH,DIVINE.ECLIPSE.WARD,DIVINE.RIFT.RUSH,[LAMBDA] CSI=21,,NyxGen,void
NU-000283,NU,284,MistMechanical NUX,Viral,Aqua,SYNTHETIC NETWORK,246,13,7,7,15,DIVINE.MIST.BIND,DIVINE.MIST.WARD,DIVINE.RIPPLE.WARD,DIVINE.TIDE.CHARGE,DIVINE.TORRENT.BOOST,DIVINE.RIPPLE.CATALYST,DIVINE.RIPPLE.SHIELD,DIVINE.SURGE.DRAIN,DIVINE.SURGE.SHIELD,[NU] CSI=17,,NyxGen,aqua
BET-000284,BETA,285,LumenMechanical BETX,Viral,Holy,PHAGE CELL,5404,519,61,67,576,DIVINE.LUMEN.STRIKE,DIVINE.SERA.DRAIN,DIVINE.SERA.CHARGE,DIVINE.SERA.BOOST,DIVINE.RADIANCE.WARD,DIVINE.LUMEN.SHIELD,DIVINE.SERA.CHARGE,DIVINE.SANCT.WARD,DIVINE.RADIANCE.DRAIN,[BETA] CSI=75,,NyxGen,holy
IOT-000285,IOTA,286,VoltMechanical IOTX,Mechanical,Elec,IRON CORTEX,796,52,11,13,46,DIVINE.ARC.SHIELD,DIVINE.BOLT.BIND,DIVINE.BOLT.SHIELD,DIVINE.ARC.CATALYST,DIVINE.SPARK.WARD,DIVINE.ARC.SHIELD,DIVINE.SPARK.DRAIN,DIVINE.ARC.STRIKE,DIVINE.BOLT.DRAIN,[IOTA] CSI=29,,NyxGen,elec
ETA-000286,ETA,287,PyreMechanical ETAX,Angelic,Fire,SYNTHETIC NETWORK,1213,88,17,20,126,DIVINE.CINDER.BOOST,DIVINE.CINDER.CHARGE,DIVINE.PYRE.BIND,DIVINE.BLAZE.SHIELD,DIVINE.CINDER.SHIELD,DIVINE.BLAZE.CHARGE,DIVINE.FLARE.BOOST,DIVINE.EMBER.RUSH,DIVINE.PYRE.BOOST,[ETA] CSI=39,,NyxGen,fire
ETA-000287,ETA,288,CinderMechanical ETAX,Mechanical,Fire,CORRUPTED SECTOR,1313,131,28,25,95,DIVINE.EMBER.SHIELD,DIVINE.FLARE.CHARGE,DIVINE.BLAZE.BOOST,DIVINE.BLAZE.BIND,DIVINE.EMBER.SHIELD,DIVINE.EMBER.RUSH,DIVINE.EMBER.RUSH,DIVINE.EMBER.CHARGE,DIVINE.PYRE.BIND,[ETA] CSI=46,,NyxGen,fire
BET-000288,BETA,289,SquallMechanical BETX,Angelic,Wind,PROTOCOL DIVISION,5601,510,57,89,511,DIVINE.GALE.WARD,DIVINE.SQUALL.WARD,DIVINE.DRAFT.CHARGE,DIVINE.SQUALL.DRAIN,DIVINE.SQUALL.WARD,DIVINE.GALE.STRIKE,DIVINE.BREEZE.DRAIN,DIVINE.GALE.STRIKE,DIVINE.SQUALL.WARD,[BETA] CSI=86,,NyxGen,wind
ALP-000289,ALPHA,290,TorrentMechanical ALPX,Viral,Aqua,CORRUPTED SECTOR,7799,601,75,102,654,DIVINE.SURGE.RUSH,DIVINE.TORRENT.CATALYST,DIVINE.MIST.BIND,DIVINE.MIST.CHARGE,DIVINE.RIPPLE.BIND,DIVINE.SURGE.CATALYST,DIVINE.SURGE.SHIELD,DIVINE.TIDE.BIND,DIVINE.MIST.RUSH,[ALPHA] CSI=87,,NyxGen,aqua
DEL-000290,DELTA,291,SquallMechanical DELX,Mechanical,Wind,PHAGE CELL,3876,324,36,42,278,DIVINE.GALE.DRAIN,DIVINE.SQUALL.STRIKE,DIVINE.SQUALL.DRAIN,DIVINE.GALE.RUSH,DIVINE.GALE.CHARGE,DIVINE.ZEPHYR.BIND,DIVINE.SQUALL.WARD,DIVINE.ZEPHYR.SHIELD,DIVINE.GALE.BOOST,[DELTA] CSI=63,,NyxGen,wind
NU-000291,NU,292,TideMechanical NUX,Viral,Aqua,SYNTHETIC NETWORK,120,17,4,8,24,DIVINE.SURGE.BOOST,DIVINE.TIDE.BIND,DIVINE.RIPPLE.BOOST,DIVINE.MIST.CHARGE,DIVINE.RIPPLE.CHARGE,DIVINE.SURGE.CHARGE,DIVINE.TORRENT.DRAIN,DIVINE.SURGE.BOOST,DIVINE.TORRENT.CATALYST,[NU] CSI=18,,NyxGen,aqua
KAP-000292,KAPPA,293,CinderMechanical KAPX,Angelic,Fire,PHAGE CELL,494,44,11,10,35,DIVINE.PYRE.RUSH,DIVINE.CINDER.CATALYST,DIVINE.PYRE.BIND,DIVINE.PYRE.BIND,DIVINE.FLARE.DRAIN,DIVINE.CINDER.STRIKE,DIVINE.EMBER.BIND,DIVINE.EMBER.DRAIN,DIVINE.BLAZE.SHIELD,[KAPPA] CSI=28,,NyxGen,fire
IOT-000293,IOTA,294,BoltMechanical IOTX,Viral,Elec,LUMINA SECT,820,66,17,19,36,DIVINE.SPARK.BIND,DIVINE.ARC.CATALYST,DIVINE.SPARK.BIND,DIVINE.SPARK.SHIELD,DIVINE.BOLT.DRAIN,DIVINE.SURGE.SHIELD,DIVINE.ARC.RUSH,DIVINE.BOLT.CATALYST,DIVINE.BOLT.WARD,[IOTA] CSI=32,,NyxGen,elec
XI-000294,XI,295,EclipseMechanical XIX,Mechanical,Void,PROTOCOL DIVISION,115,12,6,4,6,DIVINE.ECLIPSE.WARD,DIVINE.UMBRAL.CATALYST,DIVINE.UMBRAL.RUSH,DIVINE.ECLIPSE.BOOST,DIVINE.NULL.STRIKE,DIVINE.ECLIPSE.SHIELD,DIVINE.UMBRAL.RUSH,DIVINE.ABYSS.CHARGE,DIVINE.RIFT.CATALYST,[XI] CSI=3,,NyxGen,void
NU-000295,NU,296,EclipseMechanical NUX,Angelic,Void,PROTOCOL DIVISION,159,17,5,6,13,DIVINE.ECLIPSE.DRAIN,DIVINE.RIFT.CHARGE,DIVINE.UMBRAL.CATALYST,DIVINE.RIFT.WARD,DIVINE.ABYSS.CATALYST,DIVINE.ABYSS.BOOST,DIVINE.RIFT.STRIKE,DIVINE.RIFT.CATALYST,DIVINE.UMBRAL.SHIELD,[NU] CSI=8,,NyxGen,void
ETA-000296,ETA,297,BlazeMechanical ETAX,Demonic,Fire,PHAGE CELL,1439,109,26,27,72,DIVINE.EMBER.RUSH,DIVINE.FLARE.WARD,DIVINE.EMBER.DRAIN,DIVINE.BLAZE.SHIELD,DIVINE.EMBER.BIND,DIVINE.EMBER.DRAIN,DIVINE.CINDER.BOOST,DIVINE.EMBER.BIND,DIVINE.CINDER.SHIELD,[ETA] CSI=43,,NyxGen,fire
LAM-000297,LAMBDA,298,MistMechanical LAMX,Viral,Aqua,IRON CORTEX,304,31,11,13,15,DIVINE.SURGE.STRIKE,DIVINE.MIST.DRAIN,DIVINE.MIST.SHIELD,DIVINE.SURGE.SHIELD,DIVINE.MIST.STRIKE,DIVINE.TORRENT.STRIKE,DIVINE.TORRENT.DRAIN,DIVINE.SURGE.CATALYST,DIVINE.TIDE.BIND,[LAMBDA] CSI=14,,NyxGen,aqua
KAP-000298,KAPPA,299,ThornMechanical KAPX,Mechanical,Wood,ROT CLUSTER,507,37,11,11,47,DIVINE.ROOT.BIND,DIVINE.VINE.SHIELD,DIVINE.THORN.CHARGE,DIVINE.BLOOM.CATALYST,DIVINE.BLOOM.RUSH,DIVINE.BARK.CHARGE,DIVINE.BARK.CATALYST,DIVINE.BARK.DRAIN,DIVINE.BARK.CHARGE,[KAPPA] CSI=21,,NyxGen,wood
ZET-000299,ZETA,300,BlazeMechanical ZETX,Mechanical,Fire,INFECTION VECTOR,1756,144,25,31,182,DIVINE.CINDER.CHARGE,DIVINE.CINDER.RUSH,DIVINE.PYRE.DRAIN,DIVINE.EMBER.BIND,DIVINE.FLARE.BIND,DIVINE.BLAZE.WARD,DIVINE.FLARE.BIND,DIVINE.BLAZE.RUSH,DIVINE.BLAZE.DRAIN,[ZETA] CSI=43,,NyxGen,fire
THE-000300,THETA,301,AbyssMechanical THEX,Angelic,Void,CORRUPTED SECTOR,1188,61,22,16,96,DIVINE.RIFT.BOOST,DIVINE.RIFT.DRAIN,DIVINE.ECLIPSE.CATALYST,DIVINE.ABYSS.WARD,DIVINE.ECLIPSE.RUSH,DIVINE.ABYSS.CATALYST,DIVINE.ABYSS.CHARGE,DIVINE.UMBRAL.SHIELD,DIVINE.ECLIPSE.RUSH,[THETA] CSI=40,,NyxGen,void
MU-000301,MU,302,BarkMechanical MUX,Angelic,Wood,ABYSSAL CABAL,354,30,8,6,26,DIVINE.BARK.DRAIN,DIVINE.ROOT.WARD,DIVINE.ROOT.CATALYST,DIVINE.VINE.CHARGE,DIVINE.ROOT.CHARGE,DIVINE.VINE.WARD,DIVINE.BARK.RUSH,DIVINE.ROOT.BOOST,DIVINE.ROOT.SHIELD,[MU] CSI=15,,NyxGen,wood
THE-000302,THETA,303,EmberMechanical THEX,Mechanical,Fire,HALO CORE,1124,59,22,24,98,DIVINE.CINDER.RUSH,DIVINE.BLAZE.BIND,DIVINE.EMBER.SHIELD,DIVINE.FLARE.WARD,DIVINE.BLAZE.CATALYST,DIVINE.PYRE.SHIELD,DIVINE.CINDER.DRAIN,DIVINE.CINDER.SHIELD,DIVINE.BLAZE.SHIELD,[THETA] CSI=41,,NyxGen,fire
IOT-000303,IOTA,304,RippleMechanical IOTX,Demonic,Aqua,VOID CULT,770,48,16,19,58,DIVINE.MIST.CHARGE,DIVINE.SURGE.BOOST,DIVINE.MIST.CATALYST,DIVINE.TIDE.CHARGE,DIVINE.TIDE.DRAIN,DIVINE.TORRENT.RUSH,DIVINE.RIPPLE.DRAIN,DIVINE.TIDE.WARD,DIVINE.SURGE.STRIKE,[IOTA] CSI=24,,NyxGen,aqua
